unit_id,isp,technology,package_download_speed,package_upload_speed,full_package_name,market_class,country,region,geography,national_weight,rural_weight,isp_weight,distance_from_exchange_dsl_only,download_24h_avg,download_24h_min_avg,download_24h_max_avg,download_peak_avg,download_peak_min_avg,download_peak_max_avg,download_0_6am,download_6am_12am,download_12_18pm,download_18_19pm,download_19_20pm,download_20_21pm,download_21_22pm,download_22_23pm,download_23pm_00midnight,upload_24h_avg,upload_24h_min_avg,upload_24h_max_avg,upload_peak_avg,upload_peak_min_avg,upload_peak_max_avg,dns_failure_24h,dns_failure_peak,dns_lookup_24h,dns_lookup_peak,jitter_upstream_24h,jitter_upstream_peak,jitter_downstream_24h,jitter_downtream_peak,latency_24h,latency_peak,packet_loss_24h,packet_loss_peak,web_loading_24h,web_loading_peak,disconnections,youtube_uhd_24h,youtube_hd_24h,youtube_sd_24h,youtube_failed_24h,youtube_startup_delay_24h,youtube_uhd_peak,youtube_hd_peak,youtube_sd_peak,youtube_failed_peak,youtube_startup_delay_peak,netflix_uhd_24h,netflix_hd_24h,netflix_sd_24h,netflix_failed_24h,netflix_startup_delay_24h,netflix_uhd_peak,netflix_hd_peak,netflix_sd_peak,netflix_failed_peak,netflix_startup_delay_peak,iplayer_uhd_24h,iplayer_hd_24h,iplayer_sd_24h,iplayer_failed_24h,iplayer_startup_delay_24h,iplayer_uhd_peak,iplayer_hd_peak,iplayer_sd_peak,iplayer_failed_peak,iplayer_startup_delay_peak,mean_ping_ms_with_downstream_load,median_ping_ms_with_downstream_load,package_download
1826,TalkTalk,FTTC,38,10,TalkTalk 38 FTTC,B,Scotland,Scotland,Urban,0.0888,0.99656,0.817307692,NA,25.0299665,20.68239911,27.73144978,24.60912333,23.89750743,25.64713257,25.32706311,25.643348,25.24220853,25.993886,22.969156,25.00358133,24.21466533,24.6703632,24.282928,8.622503802,8.089872,8.718191111,8.479696,8.279732571,8.694521143,0,0,27.20665498,27.18436073,0.565138889,0.6485,0.950583333,0.61925,26.17990164,27.3083,5.94e-4,5.08e-4,467.7021965,459.8046667,0.142857143,0.811764706,0.188235294,0,0,1198.769929,0.866666667,0.133333333,0,0,1250.720867,0.951219512,0.048780488,0,0,1546.64659,0.866666667,0.133333333,0,0,1544.4156,0,1,0,0,774.8648313,0,1,0,0,896.5416429,30.8059125,29.525,38
1838,Sky,FTTC,76,20,Sky 76 FTTC,B,England,South East,Rural,0.449,1.52049,0.697581818,NA,62.69350046,49.32588533,66.16702933,62.710876,61.015041600000004,61.8161824,66.0770824,65.99194154,57.15343029,63.322528,61.5991232,61.015041600000004,65.53726667,51.592072,66.069894,17.92840594,16.62295111,18.28784178,17.85448,17.771564,17.88063467,0,0,15.25686696,14.95532278,0.468015385,0.464,0.587338462,0.346333333,6.479937931,6.527615385,0.003446742,0.002066827,159.5227343,118.7853,0.333333333,1,0,0,0,1262.619147,1,0,0,0,1285.5468,0.96969697,0.03030303,0,0,682.7105441,1,0,0,0,621.3934444,0,1,0,0,574.2010299,0,1,0,0,558.6562222,14.67527869,14.301,76
1917,Plusnet,FTTC,38,10,Plusnet 38 FTTC,B,England,East,Rural,0.0055,0.462,0.678,NA,17.05377967,14.48747943,17.83085543,16.693373,16.1810912,17.27757664,17.699867,17.19041804,17.38995966,16.45039771,16.4614624,16.73781867,16.64892733,16.84160036,16.2432793,3.927923043,3.510897429,4.019972857,3.880400833,3.81279296,3.95881504,0,0,22.37149802,22.50320492,0.906206642,0.909913043,1.216760148,1.806913043,19.33332274,21.47496875,2.97e-4,2.53e-4,305.1133768,308.6888,0.038461538,0.787769784,0.212230216,0,0,1186.140547,0.804347826,0.195652174,0,0,1228.047261,0.866425993,0.133574007,0,0,1778.795986,0.826086957,0.173913043,0,0,1767.746848,0,1,0,0,845.5740882,0,1,0,0,918.8649565,114.4928399,117.626,38
1927,TalkTalk,FTTC,38,10,TalkTalk 38 FTTC,B,England,North East,Urban,6,0.99656,1.652777778,NA,37.16695648,35.23866219,37.3626751,37.29117329,37.24924413,37.33741523,37.33252,36.81609371,37.14600497,37.301968,37.02857652,37.32039587,37.25881971,36.97119813,36.64967467,9.34852352,9.240916129,9.447115613,9.353135733,9.327879742,9.37632129,0,0,16.00078451,15.7914724,0.286683761,0.280862069,0.22022792,0.318206897,17.46377952,17.50031667,2.06e-5,0,349.954646,375.4314915,0,0.773109244,0.226890756,0,0,1146.999569,0.766666667,0.233333333,0,0,1144.611967,1,0,0,0,870.7047632,1,0,0,0,876.1504426,0,1,0,0,611.544679,0,1,0,0,639.5116071,36.59580347,36.997,38
1979,Vodafone,FTTC,76,20,Vodafone 76 FTTC,B,England,East Midlands,Urban,NA,NA,NA,NA,73.61253691,65.43928335,74.33030555,71.97856813,70.44827381,73.57513574,74.30769325,74.24100916,71.52979045,74.248716,72.76227413,71.91574187,72.03936774,73.84128826,74.01713445,16.80811549,16.41220052,16.84114529,16.77519253,16.71843071,16.80101935,0.004219409,0.02027027,19.76404974,21.17047222,0.311146006,0.322967742,0.314358127,0.893516129,11.27314675,13.1936,1.49e-4,6.03e-5,720.0547784,2751.0628,0.066666667,0.763313609,0.233727811,0.00295858,0,1156.971175,0.729166667,0.270833333,0,0,1094.662771,1,0,0,0,810.0566735,1,0,0,0,1243.89634,0,1,0,0,576.1645299,0,1,0,0,555.50047730000006,20.93338227,21.206,76
2003,Vodafone,FTTC,76,20,Vodafone 76 FTTC,B,England,South East,Urban,NA,NA,NA,NA,57.3495317,54.37882552,57.74776305,57.0608439,56.5608152,57.5927192,57.72933543,57.65906724,56.7346002,57.326184,56.5389708,56.976047199999996,57.15010358,57.638724,57.67911,16.12443943,15.79293562,16.16814552,16.01666236,15.9484016,16.0926428,0.003063178,0.003210273,10.06181151,11.94912602,0.259347107,0.241631579,0.210561983,0.795473684,5.86035022,7.524222222,4.24e-4,6.24e-5,118.4353979,647.658359,0.285714286,0.646090535,0.353909465,0,0,1048.097737,0.641025641,0.358974359,0,0,1030.341641,1,0,0,0,577.8757884,1,0,0,0,617.3478684,0,1,0,0,358.4058471,0,1,0,0,388.8894359,17.34182979,17.49,76
2008,Plusnet,FTTC,38,10,Plusnet 38 FTTC,B,England,East,Urban,0.0513,0.99656,1.177083333,NA,36.85943648,35.3467809,37.16469419,36.48337211,36.0318972,36.2908716,37.1417132,36.9470616,36.20809686,37.03882356,36.36416836,36.7738435,36.23876463,36.40582191,37.04247615,6.10280385,5.934952,6.147687484,6.095717405,6.074313091,6.091895636,0,0,21.00876029,21.75156106,0.387749077,0.368529412,0.286627306,0.479882353,7.416046296,7.766784314,8.98e-5,5.09e-4,170.8217548,180.1275714,0,0.818181818,0.181818182,0,0,1186.462314,0.891891892,0.108108108,0,0,1208.342865,0.996183206,0.003816794,0,0,914.0864639,1,0,0,0,1005.531135,0,1,0,0,791.2276694,0,1,0,0,824.054,32.90650769,33.0885,38
2057,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,England,South East,Urban,0.2636,0.81498,1.246666667,NA,71.6739173,66.4287672,73.34320453,68.52800779,67.13487433,70.030965,73.14812073,72.67523032,72.893292,72.84172424,70.64279576,67.4016924,69.71360295,70.29318514,70.78767467,18.2650941,17.8206472,18.385504,18.27439156,18.22901248,18.293536,0,0,17.17415364,17.27820034,0.393366516,0.460947368,0.363049774,0.430157895,7.876626623,7.976960784,1.07e-4,2.01e-4,145.9093371,278.1935484,0.096774194,0.773148148,0.222222222,0.00462963,0,1194.230559,0.783783784,0.216216216,0,0,1143.433324,1,0,0,0,595.4627602,1,0,0,0,675.4284054,0,1,0,0,566.1805652,0,1,0,0,406.7068889,24.64631111,26.481,76
2074,BT,FTTC,76,20,BT 76 FTTC,B,England,London,Urban,1.1872,0.81498,0.81,NA,70.92357913,69.63721677,71.23807587,70.35299488,69.859114,70.36449486,71.03944361,70.79984732,70.99193496,70.94557467,70.80499744,70.22522944,70.48076032,71.09780667,71.15947904,18.44577391,18.31465419,18.47445084,18.44435472,18.43178971,18.45515229,0,0,21.6909057,21.37429403,0.387453125,0.39025,0.238846875,0.220166667,5.243936407,5.29218,2.34e-4,4.43e-4,151.2351374,175.021617,0.548387097,0.775700935,0.224299065,0,0,1125.469757,0.78,0.22,0,0,1112.36724,1,0,0,0,556.7256313,1,0,0,0,553.3462857,0,1,0,0,690.1201447,0,1,0,0,829.23214,50.94348438,51.947,76
2087,Sky,FTTC,76,20,Sky 76 FTTC,B,Scotland,Scotland,Urban,NA,NA,NA,NA,40.05137095,28.85523019,42.06643897,38.2126968,35.26893419,40.95035819,40.75040013,41.59464656,40.755301,36.38284386,36.5194816,38.51897781,37.88529297,41.002944,40.5008511,16.62971809,16.01159535,16.73227639,16.45844,16.27403093,16.65415733,0,0,18.01339981,17.90852874,0.303863636,0.324034483,0.338394886,0.476241379,21.60040671,22.02678947,9.16e-4,0.001535805,251.7592051,288.3817667,0.193548387,0.747222222,0.241666667,0.011111111,0,1155.111005,0.728813559,0.237288136,0.033898305,0,1347.510714,0.974860335,0.019553073,0.005586592,0,850.3577383,0.948275862,0.051724138,0,0,784.7792586,0,0.991689751,0.008310249,0,802.3454341,0,0.983050847,0.016949153,0,766.8639153,39.52708708,39.3885,76
2095,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,England,South East,Rural,0.0601,0.64797,1.038888889,NA,29.41279099,28.30831862,29.55552607,29.42065529,29.30289683,29.51388938,29.48450757,29.43667185,29.44917936,29.34813837,29.13756892,29.37426314,29.46704743,29.10340571,29.304356,13.36390232,13.15610593,13.42848966,13.33393004,13.29860486,13.36739657,0,0,11.8825197,11.89728125,0.390433225,0.390214286,0.271495114,0.378857143,7.518197605,7.563186047,2.99e-4,6.59e-5,162.205866,164.8483889,0.333333333,0.833855799,0.163009404,0.003134796,0,1184.220404,0.836363636,0.163636364,0,0,1141.811964,1,0,0,0,1081.765196,1,0,0,0,1085.972764,0,1,0,0,709.885122,0,1,0,0,931.3915167,130.0288202,122.524,76
2122,BT,FTTC,38,10,BT 38 FTTC,B,Scotland,Scotland,Rural,0.0575,0.462,0.413043478,NA,19.26406263,17.73126658,19.57564955,18.89777725,18.56863228,19.23638566,19.29238753,19.38459959,19.36990549,19.34228181,18.79628364,19.082558,18.7335277,19.06623584,19.33473683,6.266715792,6.154475097,6.300218581,6.240147765,6.213390133,6.2433776,0,0,25.00590563,25.6600935,0.355339339,0.35375,0.268738739,0.91425,20.52116667,20.58124,1.13e-4,5.98e-4,297.7471206,318.496913,0.586206897,0.756838906,0.243161094,0,0,1123.254237,0.760869565,0.239130435,0,0,1139.346348,0.930513595,0.069486405,0,0,1612.117563,0.959183673,0.040816327,0,0,1688.642082,0,1,0,0,730.1667199,0,1,0,0,739.00998,62.02635258,62.043,38
2131,Plusnet,FTTC,38,10,Plusnet 38 FTTC,B,Wales,Wales,Rural,NA,NA,NA,NA,28.01084396,25.91176103,28.3206129,27.72736686,27.39605214,28.19062924,28.24131707,28.14693481,27.97594653,28.0105776,28.07774519,27.73079314,27.72394057,27.654524,27.6425945,7.576881459,7.433261677,7.627652387,7.576688,7.557520552,7.590325793,0,0,25.28810769,25.26906856,0.297160237,0.286037037,0.281988131,0.51462963,11.96009846,12.05073585,2.43e-4,7.83e-5,213.5892645,218.3602909,0.290322581,0.78425656,0.21574344,0,0,1253.378971,0.788461538,0.211538462,0,0,1226.479604,1,0,0,0,1240.540577,1,0,0,0,1244.507755,0,1,0,0,1028.38514,0,1,0,0,1479.521544,118.3407088,120.478,38
2138,Plusnet,FTTC,38,10,Plusnet 38 FTTC,B,England,South East,Rural,NA,NA,NA,NA,22.47187666,21.59044981,22.61946452,22.45403952,22.36541821,22.56038869,22.53696656,22.41337613,22.27497876,22.41558074,22.49037895,22.34204,22.54944652,22.41265147,22.53281867,4.869703711,4.759603355,4.936707097,4.858845333,4.831836414,4.863846345,0,0,22.22382332,22.2807975,0.434193452,0.422888889,0.2825625,0.260333333,8.956125541,8.973,0.001956346,8.36e-4,220.622514,415.1516667,0.741935484,0.766467066,0.233532934,0,0,1116.773632,0.76,0.24,0,0,1116.82266,0.994100295,0.005899705,0,0,1415.410602,1,0,0,0,1462.42162,0,1,0,0,950.6495877,0,1,0,0,840.2748,71.82324471,76.198,38
2148,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,England,South East,Urban,NA,NA,NA,NA,52.50849769,47.67647723,52.65951846,52.83927814,51.21163,53.13712067,53.71822633,51.90774336,50.81530522,52.16671022,53.26853137,52.546674,53.09371652,52.2355468,53.04742624,14.84408479,14.479276,14.63752954,15.10529453,15.12597564,15.16808764,0,0,17.59882556,17.62910882,0.327335938,0.289157895,0.251273438,0.297210526,6.410697368,6.463166667,7.44e-4,5.11e-5,131.0864846,156.3703721,0.741935484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
2227,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,England,North West,Urban,NA,NA,0.912195122,NA,72.38538008,66.36020619,73.76348568,69.79316785,67.49029057,72.23701829,73.60512107,72.9306196,73.24694907,72.53597186,72.19296859,68.75836114,70.86630074,69.95118578,72.18758459,18.51743494,18.32718916,18.59837806,18.45493004,18.38535514,18.52496086,0,0,14.98998154,15.81082955,0.22705814,0.220785714,0.229081395,0.310928571,10.46940799,10.59713043,1.24e-4,3.11e-5,128.9117931,130.9620357,0.035714286,0.75942029,0.24057971,0,0,1158.285757,0.740740741,0.259259259,0,0,1152.929907,1,0,0,0,513.9477925,1,0,0,0,543.9108036,0,1,0,0,380.1217884,0,1,0,0,395.5277963,50.85485423,53.313,76
2267,Sky,FTTC,76,20,Sky 76 FTTC,B,Wales,Wales,Urban,2.0425,2.31166,1.4616,NA,73.80037548,67.31985265,74.70876723,72.37783498,71.62131947,73.211572,74.2515252,74.49570052,73.30066911,72.9142384,72.75507973,71.9167224,72.854848,74.259152,74.13593387,18.64092863,18.40403303,18.67741342,18.64359607,18.62108853,18.665704,0,0,19.4035744,20.28522611,0.261463483,0.260689655,0.276797753,0.499344828,10.94970194,11.12121818,6.02e-5,1.08e-4,134.785094,136.4786833,0.033333333,0.996336996,0,0.003663004,0,1306.273838,1,0,0,0,1254.2118,1,0,0,0,462.503616,1,0,0,0,480.0979831,0,1,0,0,384.6648828,0,1,0,0,399.5691556,35.07483051,35.27,76
2332,Plusnet,FTTC,76,20,Plusnet 76 FTTC,B,England,South East,Urban,NA,NA,0.869767442,NA,50.89734953,33.90204645,56.06261677,48.43985716,45.69340542,51.1863089,53.76107755,55.39885794,48.62050065,48.58844903,48.14870761,47.42751019,49.45220413,47.81348335,50.18939432,11.29756986,9.335897032,11.90282323,10.7639991,10.23459561,11.29340258,2.53e-4,0,20.84100706,22.87063655,7.810345048,8.477703704,7.851472843,7.800814815,13.43056604,17.01975,4.22e-4,8.86e-4,187.8344766,212.239,0,0.76344086,0.23655914,0,0,1139.368748,0.758064516,0.241935484,0,0,1136.013762,0.975806452,0.024193548,0,0,835.4983968,0.967741935,0.032258065,0,0,952.648629,0,1,0,0,476.7134111,0,1,0,0,516.2646833,63.52177285,63.418,76
2390,Plusnet,FTTC,38,10,Plusnet 38 FTTC,B,England,East Midlands,Urban,0.054,0.99656,0.458108108,NA,29.88888353,25.26916129,30.61567665,28.782152,27.616217549999998,29.94808645,29.51044761,30.06565652,30.4280809,30.41269265,29.90862477,29.16468439,28.39961961,29.44856387,29.60346503,4.789072747,3.890504516,5.154943226,4.531480525,4.233232516,4.840682839,8.44e-5,0,27.55364958,25.85840041,0.892487535,1.020741935,0.551091413,0.676612903,17.62278273,17.77077049,0.001188773,6.85e-4,310.637964,296.3628929,0.064516129,0.767567568,0.232432432,0,0,1227.037865,0.774193548,0.225806452,0,0,1241.221871,0.991891892,0.005405405,0.002702703,0,1241.962655,0.983870968,0.016129032,0,0,1250.266081,0,1,0,0,758.1866739,0,1,0,0,822.6287097,78.11040443,76.024,38
