unit_id,ISP,Technology,PACKAGE (download by upload),package_upload_speed,MarketClass, Distance from exchange - DSL only,Region,Country,Geography,Full package name,Download - 24 (ave),Download - 24 min(ave),Download - 24 max (ave),Download - peak (ave),Download - peak min(ave),Download - peak max (ave),Download - 0-6am,Download - 6am-12am,Download - 12-18pm,Download - 18-19pm,Download - 19-20pm,Download - 20-21pm,Download - 21-22pm,Download - 22-23pm,Download - 23pm-00midnight,Upload - 24 (ave),Upload - 24 min(ave),Upload - 24 max (ave),Upload - peak (ave),Upload - peak min(ave),Upload - peak max (ave),DNS Failure 24hr,DNS Failure peak,DNS Rate - 24h,DNS Rate - peak,Jitter-upstream - 24h,Jitter-upstream - peak,Jitter-downstream - 24h,Jitter-downtream - peak,Latency - 24h,Latency - peak,Packet Loss - 24h,Packet Loss - peak,Web loading - 24h,Web loading - peak,Disconnections,YouTubeUHD24hr,YouTubeHD24hr,YouTubeSD24hr,YouTubeFailed24hr,YouTubeStartupDelay24hr,YouTubeUHDPeak,YouTubeHDPeak,YouTubeSDPeak,YouTubeFailedPeak,YouTubeStartupDelayPeak,NetflixUHD24hr,NetflixHD24hr,NetflixSD24hr,NetflixFailed24hr,NetflixStartupDelay24hr,NetflixUHDPeak,NetflixHDPeak,NetflixSDPeak,NetflixFailedPeak,NetflixStartupDelayPeak,iPlayerUHD24hr,iPlayerHD24hr,iPlayerSD24hr,iPlayerFailed24hr,iPlayerStartupDelay24hr,iPlayerUHDPeak,iPlayerHDPeak,iPlayerSDPeak,iPlayerFailedPeak,iPlayerStartupDelayPeak,DL24hr,DLpeak,UL24hr,ULpeak,DNS24hr,DNSpeak,Jitter24h,JitterPeak,Latency24h,LatencyPeak,Web24hr,WebPeak,YouTube24hr,YouTubePeak,Netflix24hr,NetflixPeak,iPlayer24hr,iPlayerPeak,mean_ping_ms_with_downstream_load,median_ping_ms_with_downstream_load,national_weight,rural_weight,isp_weight
1670,Zen,FTTC,76,20,B,,West Midlands,England,Urban,Other-FTTC-and-ADSL,44.54431059,41.43976697,45.45424052,44.92384848,44.74364333,45.21790033,44.63622022,44.4038671,45.00942963,42.9324444,44.46,45.17231537,44.58664343,43.60368333,44.8624,8.605816686,8.196957419,8.680380645,8.618669622,8.598974333,8.630415333,0,0,24.10835969,23.97192197,0.377827273,0.46852381,0.566672727,0.693333333,19.25723842,19.32498,0.00017,0.000286,212.4766479,247.0514242,0.033333333,0.770334928,0.229665072,0,0,1166.090852,0.756756757,0.243243243,0,0,1154.925108,1,0,0,0,900.1793934,1,0,0,0,945.9174324,0,1,0,0,570.0525139,0,1,0,0,559.8641053,203,33,214,37,7653,352,224,21,593,50,488,33,209,37,211,37,215,38,35.16376238,35.444,,,
1736,BT,FTTC,76,20,B,,North East,England,Urban,BT 76 FTTC,70.30979683,60.78977771,72.82682886,68.9848282,67.37940154,70.53277385,72.65285631,69.23165262,69.71147474,66.10969,66.764578,67.07221558,70.71528724,71.83958695,72.05897809,16.91334381,16.39711371,17.04940857,16.93387836,16.90682923,16.94785877,0,0,17.95848056,18.4836759,0.323514815,0.29052381,0.636933333,0.751380952,13.55410822,14.00069048,7.75E-05,0.000212,165.7717422,182.8682791,0,0.790513834,0.205533597,0.003952569,0,1203.594794,0.820512821,0.179487179,0,0,1152.741128,1,0,0,0,690.5015227,1,0,0,0,706.386122,0,1,0,0,512.0372213,0,1,0,0,564.6991842,254,40,258,39,8816,736,274,21,509,42,557,43,253,39,264,41,253,38,52.25335714,55.08,1.6319,0.81498,0.81
1752,Plusnet,FTTC,38,10,B,,Yorkshire & Humberside,England,Rural,Plusnet 38 FTTC,37.10140777,36.69054338,37.18312185,37.12880383,37.109359,37.15240233,37.14044511,37.10764017,37.0025635,37.00911478,37.11790852,37.13522122,37.12238643,37.07100967,37.12947833,9.182027856,9.003104308,9.209221846,9.146649391,9.09498,9.202393667,0,0,23.82186624,24.21014874,0.345744526,0.594045455,0.185051095,0.182590909,10.91403072,10.88497826,1.38E-05,2.56E-05,183.7646073,394.8092708,0,0.727941176,0.272058824,0,0,1110.155007,0.727272727,0.272727273,0,0,1102.572705,0.996296296,0.003703704,0,0,902.8637232,1,0,0,0,907.3854091,0,1,0,0,849.6215891,0,1,0,0,850.1427045,282,46,282,46,9771,767,278,22,596,46,618,48,272,44,270,44,270,44,36.3090361,35.882,0.3078,0.462,1.883333333
1760,TalkTalk,FTTC,76,20,B,,Scotland,Scotland,Urban,TalkTalk 76 FTTC,62.97034817,59.90795406,63.3800351,61.31254296,60.24365477,62.17510031,63.35236708,63.30151493,63.06513311,62.67318887,62.13027456,61.24846261,61.3766233,63.10269888,63.34672347,18.5443534,18.42562735,18.5647809,18.53961091,18.52773692,18.55550154,0,0,6.039081372,6.123257143,0.277713355,1.513142857,0.41857329,0.910952381,14.9971026,15.120875,1.98E-05,4.83E-05,166.4338861,278.0275909,0,0.752380952,0.247619048,0,0,1110.701051,0.70212766,0.29787234,0,0,1081.551766,1,0,0,0,552.2520781,1,0,0,0,558.8371429,0,1,0,0,493.2627595,0,1,0,0,594.2857447,317,46,320,44,1992,142,313,21,706,56,322,22,315,47,320,49,316,47,42.90982736,45.273,0.3621,0.81498,1.480769231
1819,Sky,FTTC,76,20,B,,South West,England,Urban,Sky 76 FTTC,71.32189277,68.63816981,71.91142323,69.99391219,69.39724441,70.23521214,71.84981325,71.53120547,71.24457358,70.88081057,70.99948364,69.9172461,70.07057829,71.56794748,71.6630568,18.6254573,18.43298787,18.67506632,18.608365,18.59254062,18.63275877,0,0,12.79275583,12.93671671,0.285341693,0.264272727,0.268275862,0.398409091,9.552378981,9.655169811,3.44E-05,0.000168,134.0531275,154.025,0.033333333,0.003164557,0,0.996835443,0,688.1812986,0,0,1,0,682.6327831,1,0,0,0,541.3626688,1,0,0,0,615.1690238,0,1,0,0,527.4377524,0,1,0,0,546.5960465,316,42,320,40,10496,720,325,22,640,53,663,46,316,41,311,42,319,43,20.34023397,20.461,1.8078,2.31166,0.697581818
1821,BT,FTTC,38,10,B,,North West,England,Rural,BT 38 FTTC,30.09795018,29.52787561,30.15890994,30.071122,29.93914013,30.12382323,30.08097404,30.02954467,30.0498991,30.15514507,30.265634,30.01543277,30.13065186,30.19538207,30.30856563,9.280667605,9.229300387,9.316076129,9.282658667,9.277378581,9.287909935,0,0,20.42517897,20.52234564,0.590746398,0.613666667,0.54356196,0.512766667,15.78556571,15.8062,0.000102,0,227.9784694,228.5532759,0.193548387,0.766381766,0.230769231,0.002849003,0,1293.000758,0.733333333,0.25,0.016666667,0,1493.352846,0.997159091,0.002840909,0,0,1243.747306,0.983333333,0.016666667,0,0,1220.468213,0,1,0,0,647.7696781,0,1,0,0,669.5443833,349,60,350,60,11280,912,353,30,714,60,700,58,351,60,352,60,351,60,121.4806108,123.517,0.1176,0.462,3.911764706
1826,TalkTalk,FTTC,38,10,B,,Scotland,Scotland,Urban,TalkTalk 38 FTTC,25.0299665,20.68239911,27.73144978,24.60912333,23.89750743,25.64713257,25.32706311,25.643348,25.24220853,25.993886,22.969156,25.00358133,24.21466533,24.6703632,24.282928,8.622503802,8.089872,8.718191111,8.479696,8.279732571,8.694521143,0,0,27.20665498,27.18436073,0.565138889,0.6485,0.950583333,0.61925,26.17990164,27.3083,0.000594,0.000508,467.7021965,459.8046667,0.142857143,0.811764706,0.188235294,0,0,1198.769929,0.866666667,0.133333333,0,0,1250.720867,0.951219512,0.048780488,0,0,1546.64659,0.866666667,0.133333333,0,0,1544.4156,0,1,0,0,774.8648313,0,1,0,0,896.5416429,80,12,81,13,2793,223,72,4,124,10,175,15,85,15,82,15,83,14,30.8059125,29.525,0.0888,0.99656,0.817307692
1838,Sky,FTTC,76,20,B,,South East,England,Rural,Sky 76 FTTC,62.69350046,49.32588533,66.16702933,62.710876,61.0150416,61.8161824,66.0770824,65.99194154,57.15343029,63.322528,61.5991232,61.0150416,65.53726667,51.592072,66.069894,17.92840594,16.62295111,18.28784178,17.85448,17.771564,17.88063467,0,0,15.25686696,14.95532278,0.468015385,0.464,0.587338462,0.346333333,6.479937931,6.527615385,0.003446742,0.002066827,159.5227343,118.7853,0.333333333,1,0,0,0,1262.619147,1,0,0,0,1285.5468,0.96969697,0.03030303,0,0,682.7105441,1,0,0,0,621.3934444,0,1,0,0,574.2010299,0,1,0,0,558.6562222,61,8,70,11,2284,160,65,3,147,13,145,10,68,10,66,9,67,9,14.67527869,14.301,0.449,1.52049,0.697581818
1917,Plusnet,FTTC,38,10,B,,East,England,Rural,Plusnet 38 FTTC,17.05377967,14.48747943,17.83085543,16.693373,16.1810912,17.27757664,17.699867,17.19041804,17.38995966,16.45039771,16.4614624,16.73781867,16.64892733,16.84160036,16.2432793,3.927923043,3.510897429,4.019972857,3.880400833,3.81279296,3.95881504,0,0,22.37149802,22.50320492,0.906206642,0.909913043,1.216760148,1.806913043,19.33332274,21.47496875,0.000297,0.000253,305.1133768,308.6888,0.038461538,0.787769784,0.212230216,0,0,1186.140547,0.804347826,0.195652174,0,0,1228.047261,0.866425993,0.133574007,0,0,1778.795986,0.826086957,0.173913043,0,0,1767.746848,0,1,0,0,845.5740882,0,1,0,0,918.8649565,281,48,280,48,8772,622,275,23,417,32,554,40,278,46,277,46,272,46,114.4928399,117.626,0.0055,0.462,0.678
1927,TalkTalk,FTTC,38,10,B,,North East,England,Urban,TalkTalk 38 FTTC,37.16695648,35.23866219,37.3626751,37.29117329,37.24924413,37.33741523,37.33252,36.81609371,37.14600497,37.301968,37.02857652,37.32039587,37.25881971,36.97119813,36.64967467,9.34852352,9.240916129,9.447115613,9.353135733,9.327879742,9.37632129,0,0,16.00078451,15.7914724,0.286683761,0.280862069,0.22022792,0.318206897,17.46377952,17.50031667,2.06E-05,0,349.954646,375.4314915,0,0.773109244,0.226890756,0,0,1146.999569,0.766666667,0.233333333,0,0,1144.611967,1,0,0,0,870.7047632,1,0,0,0,876.1504426,0,1,0,0,611.544679,0,1,0,0,639.5116071,354,59,356,60,11454,960,357,29,717,60,709,59,357,60,359,61,352,56,36.59580347,36.997,6,0.99656,1.652777778
1976,EE,ADSL2+,17,,B,750-1000m,West Midlands,England,Urban,EE  ADSL2+,17.75927504,17.27260981,17.83861471,17.68579241,17.61822862,17.645612,17.80909657,17.67653509,17.72532702,17.673184,17.7224892,17.66587012,17.70118691,17.81057184,17.8109043,0.692938092,0.675885677,0.748269419,0.6990884,0.687429846,0.706572308,0,0,15.50596866,15.52018841,0.668636986,1.047294118,0.453578767,0.831588235,12.43521622,13.06415909,0.000237,0.001007134,298.0014442,288.7099429,0.214285714,0.773381295,0.226618705,0,0,1211.568004,0.842105263,0.157894737,0,0,1271.742895,0.989361702,0.010638298,0,0,1928.786067,1,0,0,0,1944.93075,0,1,0,0,946.3170643,0,1,0,0,871.0595429,280,39,287,40,9181,704,296,17,528,44,575,35,278,38,282,40,278,35,55.12615162,53.125,0.0728,3.59663,0.733333333
1979,Vodafone,FTTC,76,20,B,,East Midlands,England,Urban,Vodafone 76 FTTC,73.61253691,65.43928335,74.33030555,71.97856813,70.44827381,73.57513574,74.30769325,74.24100916,71.52979045,74.248716,72.76227413,71.91574187,72.03936774,73.84128826,74.01713445,16.80811549,16.41220052,16.84114529,16.77519253,16.71843071,16.80101935,0.004219409,0.02027027,19.76404974,21.17047222,0.311146006,0.322967742,0.314358127,0.893516129,11.27314675,13.1936,0.000149,6.03E-05,720.0547784,2751.0628,0.066666667,0.763313609,0.233727811,0.00295858,0,1156.971175,0.729166667,0.270833333,0,0,1094.662771,1,0,0,0,810.0566735,1,0,0,0,1243.89634,0,1,0,0,576.1645299,0,1,0,0,555.5004773,368,61,368,60,2133,148,369,31,673,55,367,35,338,48,340,50,336,45,20.93338227,21.206,,,
2003,Vodafone,FTTC,76,20,B,,South East,England,Urban,Vodafone 76 FTTC,57.3495317,54.37882552,57.74776305,57.0608439,56.5608152,57.5927192,57.72933543,57.65906724,56.7346002,57.326184,56.5389708,56.9760472,57.15010358,57.638724,57.67911,16.12443943,15.79293562,16.16814552,16.01666236,15.9484016,16.0926428,0.003063178,0.003210273,10.06181151,11.94912602,0.259347107,0.241631579,0.210561983,0.795473684,5.86035022,7.524222222,0.000424,6.24E-05,118.4353979,647.658359,0.285714286,0.646090535,0.353909465,0,0,1048.097737,0.641025641,0.358974359,0,0,1030.341641,1,0,0,0,577.8757884,1,0,0,0,617.3478684,0,1,0,0,358.4058471,0,1,0,0,388.8894359,244,39,243,39,7835,623,246,19,462,36,488,39,243,39,241,38,242,39,17.34182979,17.49,,,
2008,Plusnet,FTTC,38,10,B,,East,England,Urban,Plusnet 38 FTTC,36.85943648,35.3467809,37.16469419,36.48337211,36.0318972,36.2908716,37.1417132,36.9470616,36.20809686,37.03882356,36.36416836,36.7738435,36.23876463,36.40582191,37.04247615,6.10280385,5.934952,6.147687484,6.095717405,6.074313091,6.091895636,0,0,21.00876029,21.75156106,0.387749077,0.368529412,0.286627306,0.479882353,7.416046296,7.766784314,8.98E-05,0.000509,170.8217548,180.1275714,0,0.818181818,0.181818182,0,0,1186.462314,0.891891892,0.108108108,0,0,1208.342865,0.996183206,0.003816794,0,0,914.0864639,1,0,0,0,1005.531135,0,1,0,0,791.2276694,0,1,0,0,824.054,263,35,270,37,9122,575,275,17,660,51,581,35,264,37,262,37,239,33,32.90650769,33.0885,0.0513,0.99656,1.177083333
2057,Plusnet,FTTC,76,20,B,,South East,England,Urban,Plusnet 76 FTTC,71.6739173,66.4287672,73.34320453,68.52800779,67.13487433,70.030965,73.14812073,72.67523032,72.893292,72.84172424,70.64279576,67.4016924,69.71360295,70.29318514,70.78767467,18.2650941,17.8206472,18.385504,18.27439156,18.22901248,18.293536,0,0,17.17415364,17.27820034,0.393366516,0.460947368,0.363049774,0.430157895,7.876626623,7.976960784,0.000107,0.000201,145.9093371,278.1935484,0.096774194,0.773148148,0.222222222,0.00462963,0,1194.230559,0.783783784,0.216216216,0,0,1143.433324,1,0,0,0,595.4627602,1,0,0,0,675.4284054,0,1,0,0,566.1805652,0,1,0,0,406.7068889,229,39,231,36,7570,606,225,19,628,51,447,31,216,37,221,37,224,34,24.64631111,26.481,0.2636,0.81498,1.246666667
2074,BT,FTTC,76,20,B,,London,England,Urban,BT 76 FTTC,70.92357913,69.63721677,71.23807587,70.35299488,69.859114,70.36449486,71.03944361,70.79984732,70.99193496,70.94557467,70.80499744,70.22522944,70.48076032,71.09780667,71.15947904,18.44577391,18.31465419,18.47445084,18.44435472,18.43178971,18.45515229,0,0,21.6909057,21.37429403,0.387453125,0.39025,0.238846875,0.220166667,5.243936407,5.29218,0.000234,0.000443,151.2351374,175.021617,0.548387097,0.775700935,0.224299065,0,0,1125.469757,0.78,0.22,0,0,1112.36724,1,0,0,0,556.7256313,1,0,0,0,553.3462857,0,1,0,0,690.1201447,0,1,0,0,829.23214,323,50,324,50,10539,718,326,24,641,50,667,47,321,50,320,49,318,50,50.94348438,51.947,1.1872,0.81498,0.81
2087,Sky,FTTC,76,20,B,,Scotland,Scotland,Urban,Sky 76 FTTC,40.05137095,28.85523019,42.06643897,38.2126968,35.26893419,40.95035819,40.75040013,41.59464656,40.755301,36.38284386,36.5194816,38.51897781,37.88529297,41.002944,40.5008511,16.62971809,16.01159535,16.73227639,16.45844,16.27403093,16.65415733,0,0,18.01339981,17.90852874,0.303863636,0.324034483,0.338394886,0.476241379,21.60040671,22.02678947,0.000916,0.001535805,251.7592051,288.3817667,0.193548387,0.747222222,0.241666667,0.011111111,0,1155.111005,0.728813559,0.237288136,0.033898305,0,1347.510714,0.974860335,0.019553073,0.005586592,0,850.3577383,0.948275862,0.051724138,0,0,784.7792586,0,0.991689751,0.008310249,0,802.3454341,0,0.983050847,0.016949153,0,766.8639153,358,60,357,58,2162,176,358,29,700,57,362,30,360,59,358,58,361,59,39.52708708,39.3885,,,
2095,Plusnet,FTTC,76,20,B,,South East,England,Rural,Plusnet 76 FTTC,29.41279099,28.30831862,29.55552607,29.42065529,29.30289683,29.51388938,29.48450757,29.43667185,29.44917936,29.34813837,29.13756892,29.37426314,29.46704743,29.10340571,29.304356,13.36390232,13.15610593,13.42848966,13.33393004,13.29860486,13.36739657,0,0,11.8825197,11.89728125,0.390433225,0.390214286,0.271495114,0.378857143,7.518197605,7.563186047,0.000299,6.59E-05,162.205866,164.8483889,0.333333333,0.833855799,0.163009404,0.003134796,0,1184.220404,0.836363636,0.163636364,0,0,1141.811964,1,0,0,0,1081.765196,1,0,0,0,1085.972764,0,1,0,0,709.885122,0,1,0,0,931.3915167,324,56,310,51,10126,880,313,28,511,43,639,54,319,55,321,55,316,55,130.0288202,122.524,0.0601,0.64797,1.038888889
2122,BT,FTTC,38,10,B,,Scotland,Scotland,Rural,BT 38 FTTC,19.26406263,17.73126658,19.57564955,18.89777725,18.56863228,19.23638566,19.29238753,19.38459959,19.36990549,19.34228181,18.79628364,19.082558,18.7335277,19.06623584,19.33473683,6.266715792,6.154475097,6.300218581,6.240147765,6.213390133,6.2433776,0,0,25.00590563,25.6600935,0.355339339,0.35375,0.268738739,0.91425,20.52116667,20.58124,0.000113,0.000598,297.7471206,318.496913,0.586206897,0.756838906,0.243161094,0,0,1123.254237,0.760869565,0.239130435,0,0,1139.346348,0.930513595,0.069486405,0,0,1612.117563,0.959183673,0.040816327,0,0,1688.642082,0,1,0,0,730.1667199,0,1,0,0,739.00998,334,51,333,51,11168,752,339,24,636,50,692,46,329,46,331,49,332,50,62.02635258,62.043,0.0575,0.462,0.413043478
