ISP,Technology,package_download,Region,average_download_speed,average_upload_speed,discrepancy_download,significant
BT,FTTC,76,East,67.26022166,16.69735485,11.499708342105263,TRUE
BT,FTTC,76,East,57.45996716,18.32796864,24.39478005263158,TRUE
BT,FTTC,76,East,67.74338273,18.37362512,10.863970092105273,TRUE
BT,FTTC,76,East,74.19277906,18.43635522,2.3779222894736756,FALSE
BT,FTTC,76,East,55.2565618,9.523697705,27.293997631578947,TRUE
BT,FTTC,76,East,28.81054158,13.20750001,62.09139265789474,TRUE
BT,FTTC,76,East,66.47325053,18.54908431,12.535196671052628,TRUE
BT,FTTC,76,East,73.16014758,18.48106815,3.736647921052631,FALSE
BT,FTTC,76,East,73.66482942,18.43164367,3.0725928684210477,FALSE
BT,FTTC,76,East,68.0503998,18.54389791,10.460000263157902,TRUE
BT,FTTC,76,East,61.04093437,18.08522299,19.68298109210526,TRUE
BT,FTTC,76,East,55.42896126,15.28457427,27.067156236842106,TRUE
BT,FTTC,76,East,55.33277008,18.39025918,27.193723578947367,TRUE
BT,FTTC,76,East,70.94154405,14.28882917,6.655863092105258,FALSE
BT,FTTC,76,East,63.86337227,18.53406548,15.969247013157894,TRUE
BT,FTTC,76,East,53.02589221,16.14117703,30.22908919736842,TRUE
BT,FTTC,76,East Midlands,67.601886,18.52699934,11.05015000000001,TRUE
BT,FTTC,76,East Midlands,42.12451975,14.91213035,44.57300032894737,TRUE
BT,FTTC,76,East Midlands,50.97455672,17.69676991,32.928214842105255,TRUE
BT,FTTC,76,East Midlands,73.17888191,18.50536321,3.7119974868421037,FALSE
BT,FTTC,76,East Midlands,72.42707683,18.55437691,4.701214697368415,FALSE
BT,FTTC,76,East Midlands,67.2640205,18.54968111,11.494709868421053,TRUE
BT,FTTC,76,East Midlands,73.51246948,18.55058967,3.27306647368422,FALSE
BT,FTTC,76,East Midlands,72.15032292,18.46703544,5.065364578947377,FALSE
BT,FTTC,76,East Midlands,74.31446434,18.57322452,2.217810078947368,FALSE
BT,FTTC,76,East Midlands,45.5708108,11.41434578,40.03840684210527,TRUE
BT,FTTC,76,East Midlands,61.99204768,18.52229864,18.431516210526315,TRUE
BT,FTTC,76,East Midlands,59.33054584,17.16250739,21.933492315789476,TRUE
BT,FTTC,76,East Midlands,61.78665384,17.90633602,18.701771263157895,TRUE
BT,FTTC,76,East Midlands,47.93139154,10.28857091,36.93237955263158,TRUE
BT,FTTC,76,East Midlands,45.78676395,18.43990997,39.75425796052631,TRUE
BT,FTTC,76,East Midlands,62.0375217,18.41988227,18.37168197368421,TRUE
BT,FTTC,76,East Midlands,69.73868439,18.54038899,8.238573171052629,FALSE
BT,FTTC,76,East Midlands,70.52070147,17.31454146,7.2096033289473604,FALSE
BT,FTTC,76,East Midlands,71.17640566,18.54731185,6.3468346578947354,FALSE
BT,FTTC,76,East Midlands,66.64121151,18.48597005,12.31419538157894,TRUE
BT,FTTC,76,East Midlands,39.04919313,18.31346969,48.61948272368421,TRUE
BT,FTTC,76,London,70.92357913,18.44577391,6.67950114473685,FALSE
BT,FTTC,76,London,59.25013652,17.9982015,22.03929405263158,TRUE
BT,FTTC,76,London,63.8819454,18.52256098,15.944808684210527,TRUE
BT,FTTC,76,London,73.33663761,18.491551780000002,3.5044241973684254,FALSE
BT,FTTC,76,London,73.19428732,18.51664975,3.691727210526315,FALSE
BT,FTTC,76,London,64.2572048,18.18420515,15.451046315789476,TRUE
BT,FTTC,76,London,69.90367734,18.5590002,8.021477184210523,FALSE
BT,FTTC,76,London,61.60471711,18.57057731,18.94116169736842,TRUE
BT,FTTC,76,London,70.55170864,18.0205342,7.16880442105263,FALSE
BT,FTTC,76,London,69.4903527,18.41220997,8.565325394736838,FALSE
BT,FTTC,76,London,70.85528392,18.54876432,6.769363263157888,FALSE
BT,FTTC,76,London,58.14737319,12.31252204,23.490298434210523,TRUE
BT,FTTC,76,London,64.47795756,13.99603202,15.160582157894744,TRUE
BT,FTTC,76,London,64.37984865,17.67760007,15.289672828947367,TRUE
BT,FTTC,76,London,56.9932987,18.30152241,25.008817500000003,TRUE
BT,FTTC,76,London,61.70822041,15.48942398,18.804973144736838,TRUE
BT,FTTC,76,London,67.21873647,18.46641067,11.554294118421057,TRUE
BT,FTTC,76,London,70.75230684,18.55045142,6.904859421052628,FALSE
BT,FTTC,76,North East,70.30979683,16.91334381,7.487109434210532,FALSE
BT,FTTC,76,North East,44.52935439,14.57285326,41.40874422368421,TRUE
BT,FTTC,76,North East,42.44992298,17.41642575,44.144838184210535,TRUE
BT,FTTC,76,North East,61.93751553,16.4464307,18.503269039473686,TRUE
BT,FTTC,76,North East,62.93817955,16.93248224,17.186605855263156,TRUE
BT,FTTC,76,North East,70.06599331,18.51400771,7.807903539473688,FALSE
BT,FTTC,76,North East,63.377372630000004,18.55659722,16.608720223684205,TRUE
BT,FTTC,76,North East,61.95980377,18.48770021,18.473942407894736,TRUE
BT,FTTC,76,North East,48.72383248,13.81011359,35.88969410526316,TRUE
BT,FTTC,76,North East,67.67306708,18.35201254,10.956490684210532,TRUE
BT,FTTC,76,North East,70.22833472,18.40869436,7.594296421052622,FALSE
BT,FTTC,76,North East,54.57088835,18.57218227,28.19619953947369,TRUE
BT,FTTC,76,North East,67.11776426,15.31503174,11.687152289473683,TRUE
BT,FTTC,76,North East,74.25980336,18.56395254,2.2897324210526233,FALSE
BT,FTTC,76,North East,68.32378312,18.30167551,10.100285368421051,TRUE
BT,FTTC,76,North East,49.241384,6.00014569,35.208705263157896,TRUE
BT,FTTC,76,North East,66.6480997,18.48223884,12.305131973684206,TRUE
BT,FTTC,76,North West,60.40184676,18.5138269,20.523885842105265,TRUE
BT,FTTC,76,North West,71.16657935,18.02620018,6.359764013157887,FALSE
BT,FTTC,76,North West,72.78203535,18.49980374,4.234164013157893,FALSE
BT,FTTC,76,North West,65.66389622,18.46514003,13.60013655263158,TRUE
BT,FTTC,76,North West,50.90168203,7.75037973,33.02410259210526,TRUE
BT,FTTC,76,North West,44.52022335,12.45558668,41.42075875,TRUE
BT,FTTC,76,North West,58.94837315,18.50680613,22.43635111842105,TRUE
BT,FTTC,76,North West,59.64791688,18.36109966,21.515898842105265,TRUE
BT,FTTC,76,North West,66.92251648,18.54667871,11.944057263157896,TRUE
BT,FTTC,76,North West,41.13560834,10.00493795,45.87419955263158,TRUE
BT,FTTC,76,North West,57.05690301,12.01215947,24.925127618421055,TRUE
BT,FTTC,76,North West,58.34726229,18.4217061,23.22728646052631,TRUE
BT,FTTC,76,North West,43.33995055,12.49013619,42.97374927631579,TRUE
BT,FTTC,76,North West,70.19724897,18.16137259,7.635198723684206,FALSE
BT,FTTC,76,North West,70.68850886,18.53643565,6.988804131578949,FALSE
BT,FTTC,76,North West,69.92744992,18.53995396,7.9901974736842085,FALSE
BT,FTTC,76,North West,33.34509188,14.37978712,56.12487910526316,TRUE
BT,FTTC,76,North West,65.44948601,18.56141062,13.882255249999996,TRUE
BT,FTTC,76,North West,46.32782545,9.811341144,39.04233493421053,TRUE
BT,FTTC,76,North West,58.35375778,10.00701915,23.218739763157892,TRUE
BT,FTTC,76,North West,69.77572879,18.54709584,8.189830539473682,FALSE
BT,FTTC,76,North West,73.74559616,18.56204809,2.9663208421052563,FALSE
BT,FTTC,76,North West,60.95776289,15.44259391,19.792417250000003,TRUE
BT,FTTC,76,North West,58.01992921,18.55905553,23.657987881578947,TRUE
BT,FTTC,76,North West,67.91313243,18.55186287,10.640615223684206,TRUE
BT,FTTC,76,North West,70.91370604,18.08339984,6.692492052631587,FALSE
BT,FTTC,76,North West,74.12166822,18.56070376,2.4714891842105216,FALSE
BT,FTTC,76,North West,65.5095422,18.44627327,13.803233947368424,TRUE
BT,FTTC,76,North West,73.46732533,18.5299409,3.332466671052639,FALSE
BT,FTTC,76,North West,67.32886475,18.4757408,11.409388486842113,TRUE
BT,FTTC,76,Northern Ireland,67.15527686,18.39460214,11.637793605263157,TRUE
BT,FTTC,76,Northern Ireland,74.11857876,18.54621769,2.4755542631578873,FALSE
BT,FTTC,76,Northern Ireland,68.10974193,18.56015329,10.381918513157897,TRUE
BT,FTTC,76,Northern Ireland,69.86219324,16.81701436,8.076061526315796,FALSE
BT,FTTC,76,Northern Ireland,69.65153631,18.54317545,8.353241697368425,FALSE
BT,FTTC,76,Northern Ireland,40.13662252,15.18346985,47.188654578947364,TRUE
BT,FTTC,76,Northern Ireland,71.11534175,18.56087642,6.427181907894738,FALSE
BT,FTTC,76,Northern Ireland,74.02882527,18.54477787,2.593650960526318,FALSE
BT,FTTC,76,Northern Ireland,72.48789393,18.50817084,4.621192197368424,FALSE
BT,FTTC,76,Northern Ireland,57.36318178,13.71598987,24.522129236842108,TRUE
BT,FTTC,76,Northern Ireland,69.16171765,18.53342765,8.997739934210527,FALSE
BT,FTTC,76,Northern Ireland,56.7867614,17.23331265,25.280577105263152,TRUE
BT,FTTC,76,Northern Ireland,70.6540177,18.57000857,7.034187236842109,FALSE
BT,FTTC,76,Scotland,68.498042,17.63201441,9.870997368421056,FALSE
BT,FTTC,76,Scotland,50.18963802,18.29170802,33.96100260526316,TRUE
BT,FTTC,76,Scotland,53.13043971,18.54791945,30.091526697368426,TRUE
BT,FTTC,76,Scotland,58.98986039,18.28096459,22.381762644736845,TRUE
BT,FTTC,76,Scotland,53.28187632,16.88402769,29.892268,TRUE
BT,FTTC,76,Scotland,66.93231264,17.79425463,11.93116757894736,TRUE
BT,FTTC,76,Scotland,59.18762148,18.57444439,22.12155068421053,TRUE
BT,FTTC,76,Scotland,51.73157808,12.32594163,31.93213410526316,TRUE
BT,FTTC,76,Scotland,55.14623995,18.5032955,27.439157960526313,TRUE
BT,FTTC,76,Scotland,71.45720356,18.54153618,5.9773637368421095,FALSE
BT,FTTC,76,Scotland,62.00191218,18.5325003,18.41853660526316,TRUE
BT,FTTC,76,Scotland,73.70255427,18.43667736,3.022954907894746,FALSE
BT,FTTC,76,Scotland,53.0439932,18.55558785,30.205272105263152,TRUE
BT,FTTC,76,Scotland,73.43301319,18.5231378,3.3776142236842146,FALSE
BT,FTTC,76,Scotland,48.58586761,13.81980154,36.07122682894737,TRUE
BT,FTTC,76,Scotland,65.31339393,16.45976545,14.061323776315785,TRUE
BT,FTTC,76,Scotland,60.08161134,17.55729317,20.945248236842104,TRUE
BT,FTTC,76,Scotland,39.15857858,10.60685957,48.47555450000001,TRUE
BT,FTTC,76,Scotland,72.58122848,17.6310229,4.498383578947378,FALSE
BT,FTTC,76,Scotland,44.75414486,12.07010637,41.11296728947369,TRUE
BT,FTTC,76,Scotland,70.80093391,18.55438983,6.84087643421053,FALSE
BT,FTTC,76,Scotland,73.0697376,18.4921461,3.8556084210526365,FALSE
BT,FTTC,76,Scotland,5.680349804,0.729890667,92.52585552105262,TRUE
BT,FTTC,76,Scotland,73.61040644,18.56788756,3.1442020526315715,FALSE
BT,FTTC,76,Scotland,73.98005052,18.54631913,2.657828263157887,FALSE
BT,FTTC,76,Scotland,72.26328733,18.5475685,4.916727197368425,FALSE
BT,FTTC,76,Scotland,73.570331,18.55835828,3.196932894736847,FALSE
BT,FTTC,76,Scotland,60.84745842,18.39204728,19.93755471052631,TRUE
BT,FTTC,76,Scotland,60.5967539,16.85264777,20.267429078947362,TRUE
BT,FTTC,76,South East,70.70145226,18.53050469,6.971773342105268,FALSE
BT,FTTC,76,South East,53.95527562,8.784967771,29.00621628947368,TRUE
BT,FTTC,76,South East,50.21596587,11.44717803,33.92636069736842,TRUE
BT,FTTC,76,South East,68.54804573,18.55344205,9.805202986842106,FALSE
BT,FTTC,76,South East,62.02879765,18.51773598,18.383160986842103,TRUE
